age,income,loan_amount,loan_tenure_months,employment_years,num_credit_lines,existing_debts,missed_payments,credit_score,debt_to_income_ratio,loan_to_income_ratio,payment_history_score,education,employment_type,creditworthy
65,78883.06,27369.34,36,0.6,8,10065.97,1,648,0.1276,0.347,92,Bachelor,Salaried,1
33,59254.71,13105.74,12,1.6,6,2564.4,0,533,0.0433,0.2212,100,High School,Salaried,1
24,36990.43,17533.77,24,7.4,9,5213.06,2,691,0.1409,0.474,84,Master,Business,1
21,75234.45,24850.12,48,2.2,6,11185.92,3,569,0.1487,0.3303,76,Bachelor,Salaried,1
69,57506.23,13292.52,48,8.4,7,3869.42,3,598,0.0673,0.2311,76,Bachelor,Salaried,1
60,18162.23,4892.29,12,1.9,7,1665.42,1,579,0.0917,0.2694,92,PhD,Salaried,1
52,35283.83,16926.23,60,0.9,9,10461.59,0,680,0.2965,0.4797,100,High School,Salaried,1
54,43421.52,1000.0,48,2.9,8,7758.19,0,571,0.1787,0.023,100,Master,Salaried,1
48,88128.0,1000.0,36,3.0,1,6945.4,2,552,0.0788,0.0113,84,Bachelor,Self-Employed,1
51,84264.03,14664.1,48,0.1,4,13549.01,2,567,0.1608,0.174,84,Master,Self-Employed,1
28,84193.31,1000.0,24,0.6,7,13444.04,2,593,0.1597,0.0119,84,Bachelor,Salaried,1
59,60111.93,1478.66,48,1.0,8,16905.59,0,690,0.2812,0.0246,100,High School,Salaried,1
46,75099.09,8959.21,60,0.6,7,4742.94,2,723,0.0632,0.1193,84,Bachelor,Salaried,1
54,29902.85,6228.67,48,2.1,3,10148.67,0,722,0.3394,0.2083,100,Bachelor,Self-Employed,1
23,55149.67,10817.55,12,16.7,4,8095.04,2,647,0.1468,0.1961,84,High School,Salaried,1
32,64935.92,20902.96,48,3.6,7,9691.58,4,645,0.1492,0.3219,68,Master,Salaried,1
21,31352.22,13907.85,60,4.9,8,2328.09,2,635,0.0743,0.4436,84,Bachelor,Salaried,1
64,59618.07,5285.44,12,2.2,7,987.63,0,686,0.0166,0.0887,100,Master,Salaried,1
25,92106.06,22835.53,36,2.0,6,7798.92,2,740,0.0847,0.2479,84,Bachelor,Self-Employed,1
50,67292.94,1000.0,12,0.1,9,3787.44,0,638,0.0563,0.0149,100,Bachelor,Salaried,1
50,75185.99,13775.07,24,3.5,9,12691.04,1,693,0.1688,0.1832,92,PhD,Salaried,1
37,15000.0,1000.0,12,3.3,7,496.61,1,551,0.0331,0.0667,92,PhD,Salaried,1
68,89275.31,14018.54,36,0.9,8,909.0,4,718,0.0102,0.157,68,High School,Unemployed,1
67,50905.31,9450.98,48,7.2,6,5916.69,0,667,0.1162,0.1857,100,Master,Self-Employed,1
43,38088.9,20657.9,12,3.4,1,309.62,2,567,0.0081,0.5423,84,Bachelor,Salaried,1
35,51157.97,17765.52,12,2.1,1,16380.02,2,736,0.3202,0.3473,84,High School,Salaried,1
57,22329.51,7302.89,12,0.8,6,7085.41,2,551,0.3173,0.327,84,Bachelor,Business,0
41,78054.73,5768.48,12,4.0,2,4986.0,0,468,0.0639,0.0739,100,PhD,Salaried,1
34,47621.29,9479.23,36,7.0,8,10339.82,1,718,0.2171,0.1991,92,PhD,Unemployed,1
22,38750.12,27004.57,60,1.7,1,12419.24,2,681,0.3205,0.6969,84,High School,Salaried,1
31,51302.79,24952.55,60,1.2,2,9034.79,1,553,0.1761,0.4864,92,Master,Salaried,1
59,79596.34,4253.85,12,3.7,8,7659.54,0,678,0.0962,0.0534,100,Master,Self-Employed,1
58,57892.08,18401.8,36,0.8,6,3082.64,1,744,0.0532,0.3179,92,Bachelor,Self-Employed,1
54,23986.74,1000.0,36,5.5,2,11154.55,2,671,0.465,0.0417,84,Bachelor,Unemployed,0
58,65229.58,8421.26,12,4.6,2,15083.52,1,845,0.2312,0.1291,92,Bachelor,Business,1
54,34562.44,4579.49,24,0.5,7,6901.4,0,582,0.1997,0.1325,100,High School,Salaried,1
38,15000.0,20554.24,12,0.2,5,3756.07,2,471,0.2504,1.3702,84,Master,Self-Employed,0
50,87912.16,1674.26,24,4.8,5,8907.48,1,537,0.1013,0.019,92,High School,Business,1
35,65059.06,15434.8,12,1.7,8,8013.25,0,466,0.1232,0.2372,100,Bachelor,Salaried,1
47,53278.05,12005.68,24,0.5,7,1918.24,0,821,0.036,0.2253,100,High School,Salaried,1
54,47396.59,10596.41,24,7.1,9,5486.56,2,650,0.1158,0.2236,84,Master,Salaried,1
58,85735.75,25372.66,12,1.9,4,16942.43,2,805,0.1976,0.2959,84,Bachelor,Salaried,1
53,122917.41,26077.58,24,3.1,4,1262.23,0,622,0.0103,0.2122,100,Bachelor,Business,1
44,64873.17,10844.86,48,1.4,2,4546.9,2,578,0.0701,0.1672,84,Bachelor,Salaried,1
35,32348.04,9232.67,60,4.9,3,3256.43,1,512,0.1007,0.2854,92,High School,Salaried,1
50,51601.76,1000.0,36,1.8,1,3698.5,2,618,0.0717,0.0194,84,Master,Business,1
62,64472.6,11965.93,24,17.2,1,5772.62,1,718,0.0895,0.1856,92,Bachelor,Salaried,1
37,15000.0,27626.43,24,6.1,7,10241.91,0,632,0.6827,1.8416,100,Bachelor,Self-Employed,0
25,62358.98,10970.12,36,0.7,5,14542.81,0,522,0.2332,0.1759,100,High School,Business,1
49,64601.35,17830.07,24,2.7,3,9016.61,2,702,0.1396,0.276,84,High School,Salaried,1
24,84179.53,1000.0,36,2.4,7,4578.09,2,717,0.0544,0.0119,84,PhD,Salaried,1
30,81886.71,8521.8,12,3.8,2,15699.58,0,608,0.1917,0.1041,100,Bachelor,Salaried,1
37,57445.79,15699.72,48,9.2,3,0.0,0,598,0.0,0.2733,100,Master,Self-Employed,1
30,88322.01,12846.9,48,4.4,1,11367.39,0,513,0.1287,0.1455,100,High School,Salaried,1
37,99784.92,18597.34,60,0.3,8,2866.21,3,700,0.0287,0.1864,76,Bachelor,Salaried,1
40,55614.93,7178.62,24,5.3,2,7745.38,1,613,0.1393,0.1291,92,PhD,Salaried,1
44,64200.12,1000.0,60,0.0,7,10815.5,0,436,0.1685,0.0156,100,High School,Self-Employed,1
25,16119.46,20976.72,12,7.6,9,0.0,1,531,0.0,1.3012,92,Bachelor,Salaried,1
54,23078.59,4510.81,48,5.5,6,8708.27,3,695,0.3773,0.1954,76,PhD,Business,1
26,36559.68,16052.83,12,1.8,2,9092.39,0,623,0.2487,0.4391,100,Master,Self-Employed,1
22,45240.4,15606.85,12,1.7,2,15311.69,2,559,0.3384,0.345,84,High School,Self-Employed,1
33,30885.29,1000.0,24,8.0,9,21575.75,0,654,0.6986,0.0324,100,Bachelor,Business,0
63,54208.1,20393.0,12,7.6,8,235.15,0,583,0.0043,0.3762,100,High School,Salaried,1
63,45898.4,7467.46,48,2.2,9,15085.77,4,599,0.3287,0.1627,68,Master,Salaried,0
68,78559.7,12440.44,60,1.8,4,7810.6,0,628,0.0994,0.1584,100,Bachelor,Self-Employed,1
31,44554.98,9134.54,48,4.1,4,3957.14,1,785,0.0888,0.205,92,PhD,Salaried,1
67,15000.0,24980.73,24,0.0,2,9845.27,1,784,0.6563,1.6653,92,High School,Self-Employed,0
43,57766.53,22747.92,48,0.4,1,1488.54,0,492,0.0258,0.3938,100,Bachelor,Unemployed,1
36,54687.64,1000.0,36,0.7,4,1786.94,1,645,0.0327,0.0183,92,High School,Business,1
51,36034.9,30070.62,60,1.0,8,0.0,1,534,0.0,0.8345,92,Bachelor,Self-Employed,1
31,57090.0,6573.55,36,3.6,2,10730.45,0,565,0.188,0.1151,100,High School,Business,1
36,31344.18,28819.49,36,24.3,8,9635.06,1,501,0.3074,0.9194,92,Bachelor,Salaried,1
28,62256.48,9950.32,24,5.3,1,3928.08,1,581,0.0631,0.1598,92,Master,Salaried,1
24,112924.34,9272.67,12,0.3,1,15618.01,1,555,0.1383,0.0821,92,High School,Salaried,1
60,15276.68,10021.38,36,3.7,4,4685.22,0,732,0.3067,0.6559,100,Bachelor,Salaried,1
24,43642.67,8793.68,48,3.4,7,14414.95,1,583,0.3303,0.2015,92,PhD,Salaried,1
45,40116.89,32195.17,12,0.8,9,8610.4,3,494,0.2146,0.8025,76,PhD,Business,0
23,45468.28,11389.09,48,12.6,5,4618.16,1,650,0.1016,0.2505,92,High School,Business,1
52,77438.34,9581.63,48,2.9,2,7425.09,1,636,0.0959,0.1237,92,PhD,Self-Employed,1
23,66942.18,12616.09,12,26.1,7,1731.29,1,629,0.0259,0.1885,92,High School,Salaried,1
47,73672.86,4261.32,12,2.7,2,9083.67,4,699,0.1233,0.0578,68,Bachelor,Salaried,1
49,55670.9,24776.96,48,4.7,9,8152.75,1,749,0.1464,0.4451,92,Master,Business,1
52,25913.81,1000.0,24,0.6,9,10637.24,0,628,0.4105,0.0386,100,Master,Self-Employed,1
39,30476.92,7087.93,60,3.0,3,12395.76,0,671,0.4067,0.2326,100,Master,Self-Employed,1
41,71417.71,19493.28,60,1.4,8,8578.08,5,630,0.1201,0.2729,60,Master,Business,1
25,58758.3,12338.82,24,9.0,4,618.39,3,691,0.0105,0.21,76,High School,Self-Employed,1
38,82724.56,16393.72,12,7.7,3,12661.82,0,532,0.1531,0.1982,100,Bachelor,Self-Employed,1
48,61451.77,24265.31,48,8.7,1,8073.32,1,699,0.1314,0.3949,92,Bachelor,Salaried,1
62,28973.67,20030.41,60,6.4,5,0.0,1,673,0.0,0.6913,92,Bachelor,Salaried,1
42,43518.16,13099.81,48,8.9,4,9548.07,1,573,0.2194,0.301,92,High School,Self-Employed,1
41,67425.91,28714.74,24,1.1,1,9925.62,1,827,0.1472,0.4259,92,Bachelor,Salaried,1
26,70627.31,6973.31,48,3.0,8,6207.6,0,541,0.0879,0.0987,100,Master,Self-Employed,1
21,73812.39,11197.52,24,5.9,8,7010.82,1,676,0.095,0.1517,92,Master,Salaried,1
25,31932.47,11756.48,12,5.1,8,5023.67,1,573,0.1573,0.3682,92,Bachelor,Salaried,1
61,28577.34,11180.63,24,6.3,3,10080.63,2,696,0.3527,0.3912,84,Bachelor,Salaried,1
32,50824.34,3446.31,24,1.3,6,8699.96,1,810,0.1712,0.0678,92,Master,Salaried,1
46,86681.62,1000.0,60,0.5,7,3458.86,1,712,0.0399,0.0115,92,Bachelor,Business,1
66,39734.9,15337.61,48,12.4,9,16089.85,0,641,0.4049,0.386,100,PhD,Salaried,1
54,65009.38,6932.21,60,4.1,5,4670.98,2,724,0.0718,0.1066,84,High School,Self-Employed,1
69,65011.35,27262.47,36,0.8,9,0.0,2,603,0.0,0.4193,84,Bachelor,Salaried,1
34,71737.0,11419.66,24,7.9,6,5646.63,1,689,0.0787,0.1592,92,Master,Salaried,1
46,91617.69,9988.09,36,12.3,4,13154.69,2,657,0.1436,0.109,84,Master,Salaried,1
65,89361.94,20754.72,60,0.9,1,6967.34,3,553,0.078,0.2323,76,Bachelor,Business,1
47,41918.67,15217.54,48,8.5,1,0.0,2,787,0.0,0.363,84,High School,Salaried,1
29,15000.0,10595.86,60,13.5,5,2859.54,3,750,0.1906,0.7063,76,Master,Business,1
46,40072.35,6874.15,48,13.9,3,2595.07,3,582,0.0648,0.1715,76,Bachelor,Salaried,1
67,56664.79,41261.61,48,12.3,5,5123.57,1,732,0.0904,0.7282,92,Master,Salaried,1
42,47043.8,14894.29,12,4.0,5,6691.48,0,556,0.1422,0.3166,100,Bachelor,Business,1
67,98293.78,20675.44,24,2.2,1,10469.27,2,687,0.1065,0.2103,84,High School,Salaried,1
50,55413.17,3816.44,60,0.0,8,8642.19,1,654,0.156,0.0689,92,High School,Salaried,1
63,69381.66,7376.12,48,0.3,5,8882.02,0,784,0.128,0.1063,100,Bachelor,Salaried,1
68,59778.71,28898.77,60,2.8,5,16896.77,0,677,0.2827,0.4834,100,High School,Salaried,1
37,47374.07,23175.45,60,2.5,9,12304.15,1,526,0.2597,0.4892,92,High School,Salaried,1
46,15000.0,15660.98,48,1.0,8,11864.02,0,732,0.7909,1.044,100,Bachelor,Business,0
56,53270.41,8947.43,36,2.5,1,0.0,1,615,0.0,0.168,92,Bachelor,Salaried,1
21,126602.24,10127.71,24,1.0,3,4240.97,3,611,0.0335,0.08,76,High School,Business,1
28,27621.92,6591.11,24,9.4,7,14.88,2,652,0.0005,0.2386,84,High School,Salaried,1
69,15072.79,2745.21,12,1.8,1,4154.74,0,604,0.2756,0.1821,100,PhD,Salaried,1
55,97600.56,19390.75,12,4.6,1,11974.33,1,794,0.1227,0.1987,92,High School,Salaried,1
35,71325.83,16310.65,12,3.5,5,6035.86,2,714,0.0846,0.2287,84,Bachelor,Salaried,1
67,59123.24,17888.63,24,0.3,9,13362.21,0,558,0.226,0.3026,100,Bachelor,Salaried,1
42,84978.82,9304.82,36,14.3,6,11465.68,2,592,0.1349,0.1095,84,Master,Salaried,1
34,36706.96,14045.11,24,3.7,2,8252.26,2,545,0.2248,0.3826,84,Bachelor,Unemployed,1
46,52654.92,8543.65,24,2.0,9,13480.23,0,727,0.256,0.1623,100,High School,Self-Employed,1
48,76013.39,6181.54,24,0.9,6,14822.08,0,645,0.195,0.0813,100,High School,Self-Employed,1
43,101427.8,25336.5,24,2.1,5,10271.94,2,572,0.1013,0.2498,84,Master,Salaried,1
34,29292.03,12972.06,36,0.1,5,9149.84,1,776,0.3124,0.4428,92,Master,Business,1
44,83176.16,16059.63,12,2.3,3,11166.84,2,690,0.1343,0.1931,84,Bachelor,Salaried,1
22,63400.46,18686.03,60,3.8,6,967.07,0,665,0.0153,0.2947,100,High School,Business,1
65,58587.34,13072.33,12,10.3,4,7412.14,0,661,0.1265,0.2231,100,Bachelor,Salaried,1
46,54829.96,13925.06,12,5.8,2,7880.05,1,541,0.1437,0.254,92,Bachelor,Salaried,1
34,24537.77,3307.0,60,0.6,3,6156.28,2,695,0.2509,0.1348,84,Master,Unemployed,1
27,76187.96,4831.08,24,0.8,9,4052.52,1,616,0.0532,0.0634,92,High School,Salaried,1
23,37790.08,4417.48,36,2.8,9,12990.23,0,720,0.3437,0.1169,100,Bachelor,Business,1
67,31246.8,16843.67,36,1.1,6,8850.29,1,701,0.2832,0.539,92,High School,Salaried,1
43,74480.1,12567.13,12,0.1,9,9304.95,2,645,0.1249,0.1687,84,Bachelor,Salaried,1
66,72360.95,4831.75,60,8.2,4,15122.9,1,639,0.209,0.0668,92,Bachelor,Business,1
63,56738.0,16640.79,48,0.1,5,7023.36,1,783,0.1238,0.2933,92,Master,Self-Employed,1
67,78749.96,16347.65,24,8.9,6,6056.1,0,543,0.0769,0.2076,100,Bachelor,Self-Employed,1
65,86370.6,6440.27,12,0.8,9,14806.47,2,604,0.1714,0.0746,84,Bachelor,Salaried,1
38,83780.93,11777.38,36,18.4,5,546.3,1,741,0.0065,0.1406,92,High School,Salaried,1
58,43377.86,16377.13,60,4.6,8,8255.96,3,769,0.1903,0.3775,76,High School,Salaried,1
55,77310.31,5133.16,60,6.6,1,4311.79,0,639,0.0558,0.0664,100,High School,Salaried,1
35,59656.1,16529.81,12,0.6,5,9463.4,0,594,0.1586,0.2771,100,High School,Business,1
45,92969.97,14408.19,48,9.9,1,10859.82,1,596,0.1168,0.155,92,High School,Salaried,1
57,52277.98,4006.4,36,9.1,6,11137.95,1,535,0.213,0.0766,92,PhD,Self-Employed,1
48,47157.62,13758.37,12,5.3,7,13131.2,1,810,0.2784,0.2917,92,Bachelor,Business,1
30,41496.47,14925.19,48,3.5,5,6737.36,2,638,0.1624,0.3597,84,High School,Salaried,1
59,59164.33,6991.99,60,6.4,1,7048.89,1,687,0.1191,0.1182,92,High School,Business,1
37,65267.96,7621.73,24,0.0,6,10633.01,1,688,0.1629,0.1168,92,Bachelor,Unemployed,1
59,65691.17,3932.64,36,4.5,5,12437.51,2,769,0.1893,0.0599,84,Bachelor,Salaried,1
42,62681.8,8408.01,36,9.4,6,1498.48,0,616,0.0239,0.1341,100,High School,Salaried,1
46,69762.81,11903.34,48,2.2,7,9570.61,1,622,0.1372,0.1706,92,Bachelor,Salaried,1
64,50104.08,7643.82,12,0.6,7,6023.78,1,716,0.1202,0.1526,92,Master,Business,1
45,35804.66,1000.0,60,2.7,2,8435.76,2,506,0.2356,0.0279,84,Bachelor,Salaried,1
37,33883.78,6491.3,48,6.5,3,6216.56,0,769,0.1835,0.1916,100,Bachelor,Self-Employed,1
33,76451.12,8661.66,24,0.6,6,4386.27,1,789,0.0574,0.1133,92,Master,Salaried,1
40,65347.09,18534.71,24,1.2,3,2907.38,2,670,0.0445,0.2836,84,High School,Business,1
45,15000.0,16758.12,24,0.8,2,7244.88,1,575,0.483,1.1171,92,High School,Business,0
24,79128.58,18689.77,48,8.0,4,9792.03,1,718,0.1237,0.2362,92,Bachelor,Unemployed,1
30,96369.57,6087.85,60,0.3,5,4984.96,2,635,0.0517,0.0632,84,Master,Salaried,1
23,39249.83,13132.41,36,5.8,9,13949.06,0,661,0.3554,0.3346,100,Bachelor,Salaried,1
61,62395.52,1000.0,12,2.3,3,20292.25,1,667,0.3252,0.016,92,High School,Salaried,1
65,44583.92,15431.36,36,7.0,3,10065.63,0,597,0.2258,0.3461,100,PhD,Salaried,1
38,68822.75,16887.18,60,16.7,6,7793.82,0,678,0.1132,0.2454,100,Bachelor,Salaried,1
67,29347.8,9187.0,36,0.6,5,3438.69,1,533,0.1172,0.313,92,Master,Unemployed,1
56,53428.2,14363.44,48,1.9,6,9850.29,3,474,0.1844,0.2688,76,Master,Business,1
67,76588.91,1000.0,24,8.3,7,15385.88,2,679,0.2009,0.0131,84,Bachelor,Salaried,1
42,82185.66,5591.46,60,1.5,3,17742.4,1,733,0.2159,0.068,92,Master,Business,1
54,64382.91,18123.59,60,1.2,5,14980.78,0,609,0.2327,0.2815,100,Master,Salaried,1
67,47541.0,16090.03,36,8.7,8,12216.55,1,604,0.257,0.3384,92,Master,Salaried,1
28,19962.78,8705.16,48,21.7,4,10050.97,0,702,0.5035,0.436,100,High School,Business,1
60,38333.91,18490.9,36,4.1,2,2756.66,2,648,0.0719,0.4824,84,PhD,Unemployed,1
69,44675.99,13106.38,36,1.6,4,7501.39,2,605,0.1679,0.2934,84,High School,Salaried,1
64,39649.86,7966.23,60,2.5,2,6920.61,2,674,0.1745,0.2009,84,Master,Business,1
39,56310.17,10537.38,36,0.9,3,7533.98,2,651,0.1338,0.1871,84,Bachelor,Business,1
62,47478.47,8356.66,24,7.2,4,4402.94,1,550,0.0927,0.176,92,High School,Salaried,1
61,58786.67,2529.79,36,7.4,4,11789.31,2,641,0.2005,0.043,84,High School,Salaried,1
57,81457.8,22053.49,24,10.4,9,6630.68,0,665,0.0814,0.2707,100,Bachelor,Self-Employed,1
26,46057.83,7455.8,60,0.1,6,6224.85,0,607,0.1351,0.1619,100,Bachelor,Business,1
46,24576.93,5341.11,48,4.1,9,4419.87,1,724,0.1798,0.2173,92,High School,Salaried,1
54,39562.43,1000.0,24,1.2,4,9161.5,1,689,0.2316,0.0253,92,High School,Salaried,1
65,67838.95,1000.0,48,2.1,9,15483.87,1,628,0.2282,0.0147,92,Bachelor,Self-Employed,1
26,69914.76,17611.97,48,7.7,9,7948.96,2,661,0.1137,0.2519,84,Bachelor,Self-Employed,1
57,63933.87,18348.87,24,1.1,6,9408.7,2,620,0.1472,0.287,84,Bachelor,Salaried,1
53,83616.22,21544.31,60,5.1,5,17676.3,0,632,0.2114,0.2577,100,Master,Salaried,1
42,50900.01,10807.69,12,5.3,3,14017.21,0,635,0.2754,0.2123,100,Bachelor,Business,1
41,100147.66,9424.06,48,15.4,5,10938.72,2,508,0.1092,0.0941,84,High School,Self-Employed,1
26,73000.12,7938.22,48,7.5,3,10728.49,1,652,0.147,0.1087,92,Bachelor,Business,1
26,15000.0,8667.54,60,8.1,5,4984.67,2,675,0.3323,0.5778,84,Master,Unemployed,1
68,94614.49,20958.32,60,3.8,5,4495.65,2,847,0.0475,0.2215,84,High School,Business,1
24,38126.29,11787.88,36,1.0,2,8707.04,0,685,0.2284,0.3092,100,Bachelor,Unemployed,1
50,32249.77,15024.57,60,2.8,9,8833.87,1,598,0.2739,0.4659,92,Bachelor,Unemployed,1
31,66522.96,8463.95,48,4.0,7,3751.18,0,519,0.0564,0.1272,100,PhD,Self-Employed,1
50,16760.03,22566.78,24,5.7,6,11516.48,3,565,0.6871,1.3464,76,Bachelor,Self-Employed,0
51,39699.68,1000.0,12,4.7,5,6613.51,2,610,0.1666,0.0252,84,Master,Self-Employed,1
44,89256.17,2235.81,36,2.5,4,13636.6,0,611,0.1528,0.025,100,Bachelor,Self-Employed,1
29,67236.79,15037.68,24,1.5,8,7722.96,0,631,0.1149,0.2236,100,Master,Salaried,1
23,72869.28,26004.89,12,0.9,2,7280.4,1,618,0.0999,0.3569,92,Bachelor,Salaried,1
51,40547.97,10199.2,12,5.9,8,3313.02,0,632,0.0817,0.2515,100,Bachelor,Salaried,1
60,21155.86,5261.03,12,5.2,1,3860.7,1,616,0.1825,0.2487,92,Bachelor,Salaried,1
57,70549.98,20005.3,24,5.8,1,14588.82,0,651,0.2068,0.2836,100,PhD,Salaried,1
56,75465.64,14589.59,36,2.3,3,9344.82,2,578,0.1238,0.1933,84,High School,Business,1
44,74469.85,22321.71,36,1.5,5,9946.51,3,549,0.1336,0.2997,76,High School,Salaried,1
51,59599.52,1677.19,12,7.1,6,16003.23,0,631,0.2685,0.0281,100,Master,Salaried,1
26,33724.5,21693.35,24,7.4,4,1412.06,1,685,0.0419,0.6432,92,Bachelor,Self-Employed,1
22,108630.93,1000.0,12,3.0,7,11356.28,2,560,0.1045,0.0092,84,High School,Salaried,1
40,65555.32,9694.62,60,4.7,7,60.55,0,604,0.0009,0.1479,100,High School,Business,1
48,51174.49,15302.26,36,2.3,2,5811.74,3,638,0.1136,0.299,76,Bachelor,Salaried,1
31,51272.12,13488.11,48,6.1,2,2274.56,0,636,0.0444,0.2631,100,Bachelor,Salaried,1
24,58291.14,20484.74,12,9.0,2,12292.95,2,710,0.2109,0.3514,84,Master,Business,1
35,78531.38,1000.0,60,5.8,2,0.0,1,725,0.0,0.0127,92,High School,Self-Employed,1
26,59171.82,13128.06,36,3.6,9,6849.58,1,668,0.1158,0.2219,92,Master,Business,1
69,73887.29,21597.14,24,3.1,5,2206.15,1,747,0.0299,0.2923,92,Bachelor,Salaried,1
50,58330.75,12474.35,36,5.1,8,3725.96,1,620,0.0639,0.2139,92,High School,Salaried,1
58,52528.21,2861.28,24,5.7,5,4496.44,0,717,0.0856,0.0545,100,Bachelor,Salaried,1
22,69107.51,20060.06,24,4.1,5,14595.52,1,601,0.2112,0.2903,92,Bachelor,Salaried,1
35,68272.29,6813.52,12,4.9,1,6323.85,2,674,0.0926,0.0998,84,High School,Salaried,1
31,51268.05,5405.42,12,0.5,6,16636.63,4,702,0.3245,0.1054,68,Master,Salaried,1
28,38517.45,4398.91,36,15.2,4,17682.93,3,654,0.4591,0.1142,76,Master,Business,1
46,62518.04,10410.52,60,7.8,3,18568.42,0,573,0.297,0.1665,100,High School,Self-Employed,1
65,56723.67,13464.48,36,2.3,6,7706.17,2,516,0.1359,0.2374,84,High School,Salaried,1
64,42792.82,1847.2,48,4.1,2,9051.79,1,695,0.2115,0.0432,92,High School,Salaried,1
25,36467.19,3490.83,24,0.2,8,9889.78,0,628,0.2712,0.0957,100,Master,Unemployed,1
26,64030.47,6444.14,24,0.2,1,6162.56,2,634,0.0962,0.1006,84,High School,Salaried,1
46,67102.09,4360.09,12,1.4,9,10121.85,2,770,0.1508,0.065,84,Master,Salaried,1
24,47079.29,12294.07,60,5.9,8,3324.02,1,574,0.0706,0.2611,92,Bachelor,Salaried,1
39,42241.39,14889.77,12,9.6,1,0.0,0,709,0.0,0.3525,100,Master,Self-Employed,1
40,36734.39,13790.99,48,4.1,9,11570.67,0,591,0.315,0.3754,100,Bachelor,Salaried,1
53,63409.61,13802.66,36,3.8,2,6251.13,3,636,0.0986,0.2177,76,Bachelor,Unemployed,1
40,37312.5,25367.93,36,2.6,3,3116.54,1,563,0.0835,0.6799,92,Master,Salaried,1
69,104304.96,15389.47,60,0.9,2,3748.87,1,590,0.0359,0.1475,92,Master,Salaried,1
32,45973.81,18271.71,12,0.6,8,15575.61,1,683,0.3388,0.3974,92,Bachelor,Salaried,1
67,15000.0,8683.07,12,7.1,2,10320.56,0,754,0.688,0.5788,100,Bachelor,Salaried,1
21,54336.22,19552.05,48,13.1,2,388.46,1,684,0.0071,0.3598,92,Bachelor,Salaried,1
46,53393.26,8301.18,36,3.1,1,2065.07,2,674,0.0387,0.1555,84,Bachelor,Business,1
34,79457.81,15291.59,12,5.4,7,6540.6,2,850,0.0823,0.1924,84,Bachelor,Salaried,1
58,61338.78,1029.07,60,12.3,2,10382.05,1,695,0.1693,0.0168,92,Bachelor,Business,1
57,36655.63,13329.87,36,0.5,5,4027.14,0,575,0.1099,0.3636,100,PhD,Salaried,1
31,48699.38,4196.96,48,7.4,5,7135.27,0,515,0.1465,0.0862,100,Bachelor,Salaried,1
56,62203.23,19488.29,60,4.8,3,8572.76,1,680,0.1378,0.3133,92,High School,Salaried,1
33,15000.0,19007.01,24,4.6,3,8676.34,0,537,0.5784,1.267,100,Bachelor,Salaried,0
63,84449.68,8266.98,48,1.7,3,0.0,1,570,0.0,0.0979,92,High School,Self-Employed,1
23,36714.26,28396.6,60,5.8,6,9108.21,1,674,0.2481,0.7734,92,High School,Business,1
53,86174.96,9712.97,12,7.9,4,0.0,0,733,0.0,0.1127,100,Bachelor,Self-Employed,1
26,63634.23,1000.0,24,0.6,3,6568.01,1,627,0.1032,0.0157,92,Bachelor,Salaried,1
30,68851.07,5767.06,48,3.8,2,5492.92,1,554,0.0798,0.0838,92,PhD,Salaried,1
25,80287.32,3646.87,12,0.5,3,2606.34,5,638,0.0325,0.0454,60,PhD,Business,1
43,67608.91,15036.82,24,10.3,4,12215.84,2,628,0.1807,0.2224,84,High School,Business,1
30,69803.5,2117.1,36,3.5,6,2380.12,2,659,0.0341,0.0303,84,Bachelor,Salaried,1
64,51382.84,7686.29,12,8.3,4,5385.32,0,554,0.1048,0.1496,100,Master,Salaried,1
22,63187.71,14516.42,60,2.3,8,12393.67,0,583,0.1961,0.2297,100,High School,Self-Employed,1
33,42075.05,13109.17,48,0.7,3,5242.5,0,732,0.1246,0.3116,100,Master,Business,1
60,47444.96,11898.85,24,0.2,3,4207.45,0,711,0.0887,0.2508,100,Master,Salaried,1
22,98223.29,13008.0,12,1.7,3,6659.22,1,743,0.0678,0.1324,92,Bachelor,Salaried,1
40,37219.74,9036.0,36,1.4,8,10702.51,1,502,0.2875,0.2428,92,Bachelor,Business,0
21,58394.98,1000.0,48,4.1,4,15231.54,0,579,0.2608,0.0171,100,PhD,Salaried,1
57,57496.32,8825.29,48,0.1,1,3319.39,2,729,0.0577,0.1535,84,Master,Salaried,1
29,48163.4,15750.0,12,3.7,2,3724.59,1,697,0.0773,0.327,92,Master,Salaried,1
37,66316.82,10904.52,36,2.5,2,6618.32,0,683,0.0998,0.1644,100,Bachelor,Salaried,1
29,67973.89,15131.91,24,4.3,3,9150.7,1,621,0.1346,0.2226,92,Master,Unemployed,1
31,34631.98,7305.74,12,6.1,6,4148.77,2,600,0.1198,0.2109,84,Bachelor,Self-Employed,1
35,57229.85,19954.69,24,5.0,8,11442.82,0,653,0.1999,0.3487,100,High School,Business,1
44,31187.92,1000.0,48,20.9,1,3413.61,1,614,0.1094,0.0321,92,Bachelor,Salaried,1
58,72348.07,13131.52,24,0.7,9,0.0,0,692,0.0,0.1815,100,PhD,Business,1
55,58882.72,22791.04,36,2.8,1,10658.88,1,653,0.181,0.3871,92,Master,Salaried,1
50,56811.26,23981.59,60,2.8,2,11237.95,0,572,0.1978,0.4221,100,Master,Salaried,1
